90 12 90N  5662 5945 5984 6345
98 21 94D  5677 5884 5972 6352
87 10 94ae 5689 5957 6000 6318
85 20 96X  5662 5860 5969 6268
87 14 97dt 5670 5863 5945 6295
84 19 98V  5666 5965 5984 6314
79 16 98aq 5686 5977 6011 6346
93 21 98bu 5655 5941 5942 6291
95 20 98eg 5689 5906 5977 6295
96 11 00fa 5658 5900 5981 6280
95 14 01el 5673 5895 5934 6329
96 15 03cg 5673 5856 5988 6322
85 15 03du 5705 5984 5984 6404
89 13 04S  5678 5860 5957 6318
97 13 05cf 5689 5891 5953 6322
