125 38 86G  5689 5903 5950 6322
126 25 89B  5623 5903 5942 6322
94 49 91bg  5607 5907 6015 6353
104 47 97cn 5635 5895 6015 6358
120 54 98bp 5592 5891 5977 6357
164 58 98de 5604 5907 5926 6388
94 48 99by  5612 5899 5992 6384
124 47 00dk 5612 5930 5961 6349
106 34 04eo 5615 5961 5961 6330
89 39 05bl  5565 5887 5995 6337

